"species_code","common_name","scientific_name","xc_common_name","xc_scientific_name"
"yebboa1","Yellow-breasted Boatbill","Machaerirhynchus flaviventer","Yellow-breasted Boatbill","Machaerirhynchus flaviventer"
"ashwoo2","Ashy Woodswallow","Artamus fuscus","Ashy Woodswallow","Artamus fuscus"
"fijwoo1","Fiji Woodswallow","Artamus mentalis","Fiji Woodswallow","Artamus mentalis"
"whbwoo8","Ivory-backed Woodswallow","Artamus monachus","Ivory-backed Woodswallow","Artamus monachus"
"grewoo1","Great Woodswallow","Artamus maximus","Great Woodswallow","Artamus maximus"
"whbwoo4","White-breasted Woodswallow","Artamus leucorynchus","White-breasted Woodswallow","Artamus leucorynchus"
"biswoo1","Bismarck Woodswallow","Artamus insignis","White-backed Woodswallow","Artamus insignis"
"maswoo1","Masked Woodswallow","Artamus personatus","Masked Woodswallow","Artamus personatus"
"whbwoo5","White-browed Woodswallow","Artamus superciliosus","White-browed Woodswallow","Artamus superciliosus"
"blfwoo1","Black-faced Woodswallow","Artamus cinereus","Black-faced Woodswallow","Artamus cinereus"
"duswoo1","Dusky Woodswallow","Artamus cyanopterus","Dusky Woodswallow","Artamus cyanopterus"
"litwoo4","Little Woodswallow","Artamus minor","Little Woodswallow","Artamus minor"
"moupel1","Mountain Peltops","Peltops montanus","Mountain Peltops","Peltops montanus"
"lowpel1","Lowland Peltops","Peltops blainvillii","Lowland Peltops","Peltops blainvillii"
"blbbut1","Black-backed Butcherbird","Cracticus mentalis","Black-backed Butcherbird","Cracticus mentalis"
"grybut1","Gray Butcherbird","Cracticus torquatus","Grey Butcherbird","Cracticus torquatus"
"sibbut1","Silver-backed Butcherbird","Cracticus argenteus","Silver-backed Butcherbird","Cracticus argenteus"
"hoobut1","Hooded Butcherbird","Cracticus cassicus","Hooded Butcherbird","Cracticus cassicus"
"tagbut1","Tagula Butcherbird","Cracticus louisiadensis","Tagula Butcherbird","Cracticus louisiadensis"
"piebut1","Pied Butcherbird","Cracticus nigrogularis","Pied Butcherbird","Cracticus nigrogularis"
"blabut1","Black Butcherbird","Cracticus quoyi","Black Butcherbird","Melloria quoyi"
"ausmag2","Australian Magpie","Gymnorhina tibicen","Australian Magpie","Gymnorhina tibicen"
"piecur1","Pied Currawong","Strepera graculina","Pied Currawong","Strepera graculina"
"blacur2","Black Currawong","Strepera fuliginosa","Black Currawong","Strepera fuliginosa"
"grycur1","Gray Currawong","Strepera versicolor","Grey Currawong","Strepera versicolor"
"motwhi1","Mottled Berryhunter","Rhagologus leucostigma","Mottled Berryhunter","Rhagologus leucostigma"
"whtshr1","White-tailed Shrike","Lanioturdus torquatus","White-tailed Shrike","Lanioturdus torquatus"
"btweye2","Brown-throated Wattle-eye","Platysteira cyanea","Brown-throated Wattle-eye","Platysteira cyanea"
"wfweye1","White-fronted Wattle-eye","Platysteira albifrons","White-fronted Wattle-eye","Platysteira albifrons"
"btweye1","Black-throated Wattle-eye","Platysteira peltata","Black-throated Wattle-eye","Platysteira peltata"
"baweye1","Banded Wattle-eye","Platysteira laticincta","Banded Wattle-eye","Platysteira laticincta"
"chweye1","Chestnut Wattle-eye","Platysteira castanea","Chestnut Wattle-eye","Platysteira castanea"
"weawae1","West African Wattle-eye","Platysteira hormophora","West African Wattle-eye","Platysteira hormophora"
"wsweye1","White-spotted Wattle-eye","Platysteira tonsa",NA,NA
"rcweye1","Red-cheeked Wattle-eye","Platysteira blissetti","Red-cheeked Wattle-eye","Platysteira blissetti"
"bnweye1","Black-necked Wattle-eye","Platysteira chalybea","Black-necked Wattle-eye","Platysteira chalybea"
"jaweye1","Jameson's Wattle-eye","Platysteira jamesoni","Jameson's Wattle-eye","Platysteira jamesoni"
"ybweye1","Yellow-bellied Wattle-eye","Platysteira concreta","Yellow-bellied Wattle-eye","Platysteira concreta"
"boubat1","Boulton's Batis","Batis margaritae","Margaret's Batis","Batis margaritae"
"shtbat1","Short-tailed Batis","Batis mixta","Forest Batis","Batis mixta"
"darbat1","Dark Batis","Batis crypta","Dark Batis","Batis crypta"
"ruwbat1","Rwenzori Batis","Batis diops","Rwenzori Batis","Batis diops"
"capbat1","Cape Batis","Batis capensis","Cape Batis","Batis capensis"
"woobat1","Woodward's Batis","Batis fratrum","Woodward's Batis","Batis fratrum"
"chibat1","Chinspot Batis","Batis molitor","Chinspot Batis","Batis molitor"
"palbat1","Pale Batis","Batis soror","Pale Batis","Batis soror"
"pribat1","Pririt Batis","Batis pririt","Pririt Batis","Batis pririt"
"senbat1","Senegal Batis","Batis senegalensis","Senegal Batis","Batis senegalensis"
"gyhbat1","Gray-headed Batis","Batis orientalis","Grey-headed Batis","Batis orientalis"
"bkhbat1","Western Black-headed Batis","Batis erlangeri","Western Black-headed Batis","Batis erlangeri"
"bkhbat2","Eastern Black-headed Batis","Batis minor","Eastern Black-headed Batis","Batis minor"
"pygbat1","Pygmy Batis","Batis perkeo","Pygmy Batis","Batis perkeo"
"verbat1","Verreaux's Batis","Batis minima","Gabon Batis","Batis minima"
"itubat1","Ituri Batis","Batis ituriensis","Ituri Batis","Batis ituriensis"
"fepbat1","Bioko Batis","Batis poensis","Fernando Po Batis","Batis poensis"
"weabat1","West African Batis","Batis occulta",NA,NA
"angbat1","Angola Batis","Batis minulla","Angolan Batis","Batis minulla"
"whihel1","White Helmetshrike","Prionops plumatus","White-crested Helmetshrike","Prionops plumatus"
"gychel1","Gray-crested Helmetshrike","Prionops poliolophus","Grey-crested Helmetshrike","Prionops poliolophus"
"yechel1","Yellow-crested Helmetshrike","Prionops alberti",NA,NA
"chbhel1","Red-billed Helmetshrike","Prionops caniceps","Red-billed Helmetshrike","Prionops caniceps"
"rubhel1","Rufous-bellied Helmetshrike","Prionops rufiventris","Rufous-bellied Helmetshrike","Prionops rufiventris"
"rethel1","Retz's Helmetshrike","Prionops retzii","Retz's Helmetshrike","Prionops retzii"
"anghel1","Angola Helmetshrike","Prionops gabela","Gabela Helmetshrike","Prionops gabela"
"chfhel1","Chestnut-fronted Helmetshrike","Prionops scopifrons","Chestnut-fronted Helmetshrike","Prionops scopifrons"
"afrshf1","African Shrike-flycatcher","Megabyas flammulatus","African Shrike-flycatcher","Megabyas flammulatus"
"bawfly1","Black-and-white Shrike-flycatcher","Bias musicus","Black-and-white Shrike-flycatcher","Bias musicus"
"malwoo1","Malabar Woodshrike","Tephrodornis sylvicola","Malabar Woodshrike","Tephrodornis sylvicola"
"larwoo1","Large Woodshrike","Tephrodornis virgatus","Large Woodshrike","Tephrodornis virgatus"
"comwoo1","Common Woodshrike","Tephrodornis pondicerianus","Common Woodshrike","Tephrodornis pondicerianus"
"srlwoo1","Sri Lanka Woodshrike","Tephrodornis affinis","Sri Lanka Woodshrike","Tephrodornis affinis"
"bwfshr1","Bar-winged Flycatcher-shrike","Hemipus picatus","Bar-winged Flycatcher-shrike","Hemipus picatus"
"bwfshr2","Black-winged Flycatcher-shrike","Hemipus hirundinaceus","Black-winged Flycatcher-shrike","Hemipus hirundinaceus"
"ruwphi2","Rufous-winged Philentoma","Philentoma pyrhoptera","Rufous-winged Philentoma","Philentoma pyrhoptera"
"mabphi2","Maroon-breasted Philentoma","Philentoma velata","Maroon-breasted Philentoma","Philentoma velata"
"arcnew1","Archbold's Newtonia","Newtonia archboldi","Archbold's Newtonia","Newtonia archboldi"
"comnew1","Common Newtonia","Newtonia brunneicauda","Common Newtonia","Newtonia brunneicauda"
"darnew1","Dark Newtonia","Newtonia amphichroa","Dark Newtonia","Newtonia amphichroa"
"retnew1","Red-tailed Newtonia","Newtonia fanovanae","Red-tailed Newtonia","Newtonia fanovanae"
"tylvan1","Tylas Vanga","Tylas eduardi","Tylas Vanga","Tylas eduardi"
"retvan1","Red-tailed Vanga","Calicalicus madagascariensis","Red-tailed Vanga","Calicalicus madagascariensis"
"resvan1","Red-shouldered Vanga","Calicalicus rufocarpalis","Red-shouldered Vanga","Calicalicus rufocarpalis"
"nuthat2","Nuthatch-Vanga","Hypositta corallirostris","Nuthatch Vanga","Hypositta corallirostris"
"chavan2","Chabert Vanga","Leptopterus chabert","Chabert Vanga","Leptopterus chabert"
"crobab1","Crossley's Vanga","Mystacornis crossleyi","Crossley's Vanga","Mystacornis crossleyi"
"bluvan1","Blue Vanga","Cyanolanius madagascarinus","Blue Vanga","Cyanolanius madagascarinus"
"hobvan1","Hook-billed Vanga","Vanga curvirostris","Hook-billed Vanga","Vanga curvirostris"
"warfly1","Ward's Flycatcher","Pseudobias wardi","Ward's Flycatcher","Pseudobias wardi"
"rufvan1","Rufous Vanga","Schetba rufa","Rufous Vanga","Schetba rufa"
"helvan1","Helmet Vanga","Euryceros prevostii","Helmet Vanga","Euryceros prevostii"
"bervan1","Bernier's Vanga","Oriolia bernieri","Bernier's Vanga","Oriolia bernieri"
"sibvan1","Sickle-billed Vanga","Falculea palliata","Sickle-billed Vanga","Falculea palliata"
"whhvan1","White-headed Vanga","Artamella viridis","White-headed Vanga","Artamella viridis"
"polvan1","Pollen's Vanga","Xenopirostris polleni","Pollen's Vanga","Xenopirostris polleni"
"lafvan1","Lafresnaye's Vanga","Xenopirostris xenopirostris","Lafresnaye's Vanga","Xenopirostris xenopirostris"
"vadvan1","Van Dam's Vanga","Xenopirostris damii","Van Dam's Vanga","Xenopirostris damii"
"borbri1","Bornean Bristlehead","Pityriasis gymnocephala","Bornean Bristlehead","Pityriasis gymnocephala"
"comior1","Common Iora","Aegithina tiphia","Common Iora","Aegithina tiphia"
"whtior1","White-tailed Iora","Aegithina nigrolutea","Marshall's Iora","Aegithina nigrolutea"
"greior2","Green Iora","Aegithina viridissima","Green Iora","Aegithina viridissima"
"greior1","Great Iora","Aegithina lafresnayei","Great Iora","Aegithina lafresnayei"
"brubru1","Brubru","Nilaus afer","Brubru","Nilaus afer"
"norpuf1","Northern Puffback","Dryoscopus gambensis","Northern Puffback","Dryoscopus gambensis"
"pripuf1","Pringle's Puffback","Dryoscopus pringlii","Pringle's Puffback","Dryoscopus pringlii"
"blbpuf2","Black-backed Puffback","Dryoscopus cubla","Black-backed Puffback","Dryoscopus cubla"
"reepuf1","Red-eyed Puffback","Dryoscopus senegalensis","Red-eyed Puffback","Dryoscopus senegalensis"
"pifpuf1","Pink-footed Puffback","Dryoscopus angolensis","Pink-footed Puffback","Dryoscopus angolensis"
"labpuf1","Sabine's Puffback","Dryoscopus sabini","Sabine's Puffback","Dryoscopus sabini"
"martch2","Marsh Tchagra","Tchagra minutus","Marsh Tchagra","Bocagia minuta"
"bkctch1","Black-crowned Tchagra","Tchagra senegalus","Black-crowned Tchagra","Tchagra senegalus"
"brctch1","Brown-crowned Tchagra","Tchagra australis","Brown-crowned Tchagra","Tchagra australis"
"thstch1","Three-streaked Tchagra","Tchagra jamesi","Three-streaked Tchagra","Tchagra jamesi"
"soutch1","Southern Tchagra","Tchagra tchagra","Southern Tchagra","Tchagra tchagra"
"renbus1","Red-naped Bushshrike","Laniarius ruficeps","Red-naped Bushshrike","Laniarius ruficeps"
"sombou1","Coastal Boubou","Laniarius nigerrimus","Black Boubou","Laniarius nigerrimus"
"luebus1","Lühder's Bushshrike","Laniarius luehderi","Lühder's Bushshrike","Laniarius luehderi"
"brabus1","Braun's Bushshrike","Laniarius brauni","Braun's Bushshrike","Laniarius brauni"
"gabbus1","Gabela Bushshrike","Laniarius amboimensis","Gabela Bushshrike","Laniarius amboimensis"
"turbou1","Turati's Boubou","Laniarius turatii","Turati's Boubou","Laniarius turatii"
"trobou2","Ethiopian Boubou","Laniarius aethiopicus","Ethiopian Boubou","Laniarius aethiopicus"
"trobou1","Tropical Boubou","Laniarius major","Tropical Boubou","Laniarius major"
"zanbou1","Zanzibar Boubou","Laniarius sublacteus","East Coast Boubou","Laniarius sublacteus"
"gabbou1","Gabon Boubou","Laniarius bicolor","Swamp Boubou","Laniarius bicolor"
"soubou1","Southern Boubou","Laniarius ferrugineus","Southern Boubou","Laniarius ferrugineus"
"comgon1","Yellow-crowned Gonolek","Laniarius barbarus","Yellow-crowned Gonolek","Laniarius barbarus"
"blhgon1","Black-headed Gonolek","Laniarius erythrogaster","Black-headed Gonolek","Laniarius erythrogaster"
"crbgon1","Crimson-breasted Gonolek","Laniarius atrococcineus","Crimson-breasted Shrike","Laniarius atrococcineus"
"papgon1","Papyrus Gonolek","Laniarius mufumbiri","Papyrus Gonolek","Laniarius mufumbiri"
"yebbou1","Yellow-breasted Boubou","Laniarius atroflavus","Yellow-breasted Boubou","Laniarius atroflavus"
"slcbou1","Slate-colored Boubou","Laniarius funebris","Slate-colored Boubou","Laniarius funebris"
"soobou1","Lowland Sooty Boubou","Laniarius leucorhynchus","Lowland Sooty Boubou","Laniarius leucorhynchus"
"wisbou1","Willard's Sooty Boubou","Laniarius willardi","Willard's Sooty Boubou","Laniarius willardi"
"mosbou1","Western Boubou","Laniarius poensis","Mountain Sooty Boubou","Laniarius poensis"
"mosbou4","Albertine Boubou","Laniarius holomelas","Albertine Sooty Boubou","Laniarius holomelas"
"fuebou1","Fülleborn's Boubou","Laniarius fuelleborni","Fülleborn's Boubou","Laniarius fuelleborni"
"ropbus1","Rosy-patched Bushshrike","Rhodophoneus cruentus","Rosy-patched Bushshrike","Telophorus cruentus"
"bokmak1","Bokmakierie","Telophorus zeylonus","Bokmakierie","Telophorus zeylonus"
"gygbus1","Gray-green Bushshrike","Telophorus bocagei",NA,NA
"subbus1","Sulphur-breasted Bushshrike","Telophorus sulfureopectus",NA,NA
"olibus1","Olive Bushshrike","Telophorus olivaceus","Olive Bushshrike","Chlorophoneus olivaceus"
"macbus2","Many-colored Bushshrike","Telophorus multicolor","Many-colored Bushshrike","Chlorophoneus multicolor"
"blfbus1","Black-fronted Bushshrike","Telophorus nigrifrons","Black-fronted Bushshrike","Chlorophoneus nigrifrons"
"mtkbus1","Mount Kupe Bushshrike","Telophorus kupeensis","Mount Kupe Bushshrike","Chlorophoneus kupeensis"
"focbus2","Four-colored Bushshrike","Telophorus viridis","Gorgeous Bushshrike","Telophorus viridis"
"dohbus1","Doherty's Bushshrike","Telophorus dohertyi","Doherty's Bushshrike","Telophorus dohertyi"
"fibbus1","Fiery-breasted Bushshrike","Malaconotus cruentus","Fiery-breasted Bushshrike","Malaconotus cruentus"
"lagbus1","Lagden's Bushshrike","Malaconotus lagdeni","Lagden's Bushshrike","Malaconotus lagdeni"
"grbbus1","Green-breasted Bushshrike","Malaconotus gladiator","Green-breasted Bushshrike","Malaconotus gladiator"
"gyhbus1","Gray-headed Bushshrike","Malaconotus blanchoti","Grey-headed Bushshrike","Malaconotus blanchoti"
"monbus1","Monteiro's Bushshrike","Malaconotus monteiri","Monteiro's Bushshrike","Malaconotus monteiri"
"ulubus1","Uluguru Bushshrike","Malaconotus alius","Uluguru Bushshrike","Malaconotus alius"
"papdro1","Drongo Fantail","Chaetorhynchus papuensis","Drongo Fantail","Chaetorhynchus papuensis"
"cepfly1","Cerulean Paradise-Flycatcher","Eutrichomyias rowleyi","Cerulean Paradise Flycatcher","Eutrichomyias rowleyi"
"silkta2","Taveuni Silktail","Lamprolia victoriae","Taveuni Silktail","Lamprolia victoriae"
"silkta3","Natewa Silktail","Lamprolia klinesmithi",NA,NA
"blafan1","Black Fantail","Rhipidura atra","Black Fantail","Rhipidura atra"
"bacfan1","Black-and-cinnamon Fantail","Rhipidura nigrocinnamomea","Black-and-cinnamon Fantail","Rhipidura nigrocinnamomea"
"blufan1","Mindanao Blue-Fantail","Rhipidura superciliaris","Mindanao Blue Fantail","Rhipidura superciliaris"
"visblf1","Visayan Blue-Fantail","Rhipidura samarensis","Visayan Blue Fantail","Rhipidura samarensis"
"tabfan1","Tablas Fantail","Rhipidura sauli","Tablas Fantail","Rhipidura sauli"
"visfan1","Visayan Fantail","Rhipidura albiventris","Visayan Fantail","Rhipidura albiventris"
"blhfan1","Blue-headed Fantail","Rhipidura cyaniceps","Blue-headed Fantail","Rhipidura cyaniceps"
"spofan1","Spotted Fantail","Rhipidura perlata","Spotted Fantail","Rhipidura perlata"
"citfan1","Cinnamon-tailed Fantail","Rhipidura fuscorufa","Cinnamon-tailed Fantail","Rhipidura fuscorufa"
"whwfan1","Cockerell's Fantail","Rhipidura cockerelli","Cockerell's Fantail","Rhipidura cockerelli"
"norfan1","Northern Fantail","Rhipidura rufiventris","Northern Fantail","Rhipidura rufiventris"
"brcfan1","Brown-capped Fantail","Rhipidura diluta","Brown-capped Fantail","Rhipidura diluta"
"sotfan1","Sooty Thicket-Fantail","Rhipidura threnothorax","Sooty Thicket Fantail","Rhipidura threnothorax"
"bltfan1","Black Thicket-Fantail","Rhipidura maculipectus","Black Thicket Fantail","Rhipidura maculipectus"
"wbtfan1","White-bellied Thicket-Fantail","Rhipidura leucothorax","White-bellied Thicket Fantail","Rhipidura leucothorax"
"wilwag1","Willie-wagtail","Rhipidura leucophrys","Willie Wagtail","Rhipidura leucophrys"
"piefan1","Malaysian Pied-Fantail","Rhipidura javanica","Malaysian Pied Fantail","Rhipidura javanica"
"phipif1","Philippine Pied-Fantail","Rhipidura nigritorquis","Philippine Pied Fantail","Rhipidura nigritorquis"
"whtfan1","White-throated Fantail","Rhipidura albicollis","White-throated Fantail","Rhipidura albicollis"
"spbfan1","Spot-breasted Fantail","Rhipidura albogularis","White-spotted Fantail","Rhipidura albogularis"
"rutfan1","Rufous-tailed Fantail","Rhipidura phoenicura","Rufous-tailed Fantail","Rhipidura phoenicura"
"whbfan1","White-bellied Fantail","Rhipidura euryura","White-bellied Fantail","Rhipidura euryura"
"whbfan2","White-browed Fantail","Rhipidura aureola","White-browed Fantail","Rhipidura aureola"
"rubfan1","Rufous-backed Fantail","Rhipidura rufidorsa","Rufous-backed Fantail","Rhipidura rufidorsa"
"dimfan1","Dimorphic Fantail","Rhipidura brachyrhyncha","Dimorphic Fantail","Rhipidura brachyrhyncha"
"bisfan1","Bismarck Fantail","Rhipidura dahli","Bismarck Fantail","Rhipidura dahli"
"matfan1","Mussau Fantail","Rhipidura matthiae","Mussau Fantail","Rhipidura matthiae"
"malfan1","Malaita Fantail","Rhipidura malaitae",NA,NA
"rubfan2","Sulawesi Fantail","Rhipidura teysmanni","Sulawesi Fantail","Rhipidura teysmanni"
"rubfan3","Taliabu Fantail","Rhipidura sulaensis",NA,NA
"cibfan1","Tawny-backed Fantail","Rhipidura superflua","Tawny-backed Fantail","Rhipidura superflua"
"stbfan1","Streak-breasted Fantail","Rhipidura dedemi","Streak-breasted Fantail","Rhipidura dedemi"
"lotfan1","Long-tailed Fantail","Rhipidura opistherythra","Long-tailed Fantail","Rhipidura opistherythra"
"palfan1","Palau Fantail","Rhipidura lepida","Palau Fantail","Rhipidura lepida"
"manfan2","Manus Fantail","Rhipidura semirubra","Manus Fantail","Rhipidura semirubra"
"ruffan1","Rufous Fantail","Rhipidura rufifrons","Rufous Fantail","Rhipidura rufifrons"
"arafan1","Arafura Fantail","Rhipidura dryas","Arafura Fantail","Rhipidura dryas"
"pohfan1","Pohnpei Fantail","Rhipidura kubaryi","Pohnpei Fantail","Rhipidura kubaryi"
"frifan1","Friendly Fantail","Rhipidura albolimbata","Friendly Fantail","Rhipidura albolimbata"
"chbfan1","Chestnut-bellied Fantail","Rhipidura hyperythra","Chestnut-bellied Fantail","Rhipidura hyperythra"
"brofan1","Brown Fantail","Rhipidura drownei","Brown Fantail","Rhipidura drownei"
"strfan1","Streaked Fantail","Rhipidura verreauxi","Streaked Fantail","Rhipidura verreauxi"
"dusfan1","Dusky Fantail","Rhipidura tenebrosa","Makira Fantail","Rhipidura tenebrosa"
